gene	Counts
KLHL29	0
KLHL30	0
KLHL41	0
KRTCAP3	0
KYNU	0
LANCL1-AS1	0
LBH	0
LBX2-AS1	0
LCLAT1	0
LGALSL	0
LIMS1	0
LIMS3	0
LIMS3-LOC440895	0
LIMS3L	0
LINC00152	0
LINC00486	0
LINC00570	0
LINC00608	0
LINC00954	0
LINC01087	0
LINC01102	0
LINC01104	0
LINC01105	0
LINC01118	12
LINC01119	0
LINC01120	0
LINC01122	0
LINC01123	0
LINC01125	0
LINC01126	0
LINC01127	0
LINC01191	0
LINC01237	0
LINC01305	0
LINC01412	0
LIPT1	0
LOC100129175	0
LOC100271832	0
LOC100288570	0
LOC100506076	0
LOC100506274	0
LOC100506457	0
LOC100507006	0
LOC100507073	0
LOC100507334	0
LOC100507443	0
LOC100507600	0
LOC100652824	0
LOC100996579	0
LOC100996693	0
LOC101060019	1
LOC101805491	0
LOC101926966	0
LOC101927027	0
LOC101927053	0
LOC101927055	0
LOC101927285	0
LOC101927406	0
LOC101927431	0
LOC101927482	0
LOC101927641	0
LOC101927661	0
LOC101927881	0
LOC101927884	0
LOC101927907	0
LOC101927924	0
LOC101927926	0
LOC101927948	0
LOC101928020	0
LOC101928103	0
LOC101928161	0
LOC101928222	0
LOC101928371	0
LOC101928386	0
LOC101929231	0
LOC101929282	0
LOC101929532	0
LOC101929570	0
LOC101929633	0
LOC101929680	0
LOC101929715	0
LOC101929733	0
LOC102723362	0
LOC102723927	0
LOC102724058	0
LOC102724224	0
LOC102724849	0
LOC102800447	0
LOC150776	0
LOC150935	0
LOC151484	0
LOC1720	0
LOC200726	0
LOC284950	0
LOC285043	0
LOC339807	0
LOC388942	0
LOC400940	0
LOC440895	0
LOC440910	0
LOC643072	0
LOC643387	0
LOC646736	0
LOC646743	0
LOC653602	0
LOC728323	0
LOC728730	1
LPIN1	1
LRRFIP1	9
LTBP1	0
LYPD6	1
LYPD6B	0
MAL	0
MAP2	0
MAP4K4	3
MAPRE3	0
MARCH7	5
MARCO	0
MARS2	0
MAT2A	4
MBD5	0
MDH1	4
MED15P9	0
MEIS1	0
MERTK	0
METAP1D	0
MFF	2
MFSD2B	0
MFSD6	0
MGAT5	0
MIR10B	0
MIR1244-1	0
MIR1244-2	0
MIR1244-3	0
MIR1245A	0
MIR128-1	0
MIR149	0
MIR26B	0
MIR3125	0
MIR3126	0
MIR3127	0
MIR3130-2	0
MIR3606	0
MIR3679	0
MIR4263	0
MIR4269	0
MIR4426	0
MIR4434	0
MIR4435-1	0
MIR4435-2	0
MIR4436A	0
MIR4436B1	0
MIR4436B2	0
MIR4444-1	0
MIR4444-2	0
MIR4757	0
MIR4765	0
MIR4772	0
MIR4773-1	0
MIR4774	0
MIR4775	0
MIR4776-1	0
MIR4777	0
MIR5000	0
MIR5192	0
MIR548AR	0
MIR548N	0
MIR558	0
MIR559	0
MIR561	0
MIR5696	0
MIR5703	0
MIR6810	0
MIR6811	0
MIR6888	0
MIR7515	0
MIR7845	0
MLPH	0
MOB4	10
MOGAT1	0
MORN2	0
MPHOSPH10	3
MROH2A	0
MRPL19	0
MRPL30	1
MRPL33	1
MRPL35	0
MRPL44	5
MRPS9	0
MSGN1	0
MSH2	6
MSH6	3
MTA3	5
MTHFD2	0
MTX2	0
MXD1	16
MYCN	0
MYO1B	1
MYO3B	1
MYO7B	0
MYT1L-AS1	0
MZT2B	0
NAB1	0
NABP1	3
NAGK	0
NBEAL1	1
NCAPH	17
NCK2	3
NCOA1	8
NDUFAF7	1
NDUFB3	0
NEU2	0
NEU4	0
NIF3L1	1
NIFK-AS1	1
NMS	0
NOP58	2
NOSTRIN	0
NOTO	0
NPAS2	2
NRBP1	3
NRP2	0
NUP35	9
NYAP2	0
OR7E91P	0
OSBPL6	0
OSGEPL1-AS1	0
OTX1	0
PABPC1P2	0
PAPOLG	2
PARD3B	2
PAX8-AS1	0
PCBP1	113
PCGEM1	0
PCYOX1	0
PDCL3	23
PDK1	1
PEX13	1
PHOSPHO2	0
PHOSPHO2-KLHL23	0
PIKFYVE	7
PKDCC	0
PKI55	0
PKP4	0
PLB1	0
PLCD4	1
PLCL1	5
PLEK	0
PLEKHA3	2
PLEKHB2	6
PLEKHH2	0
PLGLA	0
PLGLB1	0
PLGLB2	0
PMS1	4
PNKD	0
PNO1	0
POLE4	1
POLR1B	3
POTEE	0
POTEJ	0
POTEKP	0
POU3F3	0
PPIG	34
PPM1B	2
PPP1CB	4
PPP1R1C	0
PPP1R21	0
PPP1R7	0
PQLC3	2
PRKCE	1
PRLH	0
PROC	0
PROKR1	0
PROM2	0
PRORSD1P	0
PRSS56	0
PSD4	0
PSMD1	17
PSMD14	4
PTCD3	0
PTH2R	0
PTMA	25
PTPN18	0
PTPN4	0
QPCT	0
R3HDM1	1
RAB10	8
RAB3GAP1	4
RAB6C	0
RABL2A	0
RALB	4
RAMP1	0
RANBP2	2
RAPGEF4	0
RASGRP3	2
RBM44	0
RBM45	0
REG1A	0
REG3G	0
REL	5
RGPD1	0
RGPD2	0
RGPD4	0
RGPD5	0
RGPD6	0
RHBDD1	5
RHOB	0
RHOQ	0
RIF1	25
RMDN2	0
RMND5A	8
RNASEH1-AS1	0
RNF144A	0
RNF181	3
RNPEPL1	0
RNU4ATAC	0
RNU6-81P	0
RPE	1
RPIA	1
RPL23AP32	0
RPL31	3
RPL37A	21
RPS27A	6
RPS7	5
RQCD1	0
RRM2	27
RSAD2	0
RTP5	0
RUFY4	0
SAG	0
SATB2-AS1	0
SCARNA5	0
SCARNA6	0
SCHLAP1	0
SCLY	0
SCN2A	0
SCRN3	1
SEMA4F	0
SEPT2	14
SFT2D3	0
SGOL2	17
SGPP2	1
SH2D6	0
SH3BP4	3
SH3RF3	0
SIX3	0
SLC11A1	0
SLC1A4	0
SLC20A1	1
SLC30A6	3
SLC35F6	0
SLC39A10	10
SLC3A1	6
SLC4A10	0
SLC4A1AP	0
SLC4A3	0
SLC5A7	0
SLC8A1-AS1	1
SLC9A2	0
SLC9A4	0
SMARCAL1	0
SMYD1	0
SMYD5	0
SNED1	0
SNORA41	0
SNORD11	0
SNORD11B	0
SNORD51	0
SNORD53	0
SNORD70	0
SNORD92	0
SNORD94	0
SNRNP27	3
SNTG2	0
SNX17	0
SOCS5	0
SOWAHC	0
SOX11	0
SP100	0
SP140	0
SP140L	0
SP5	0
SP9	0
SPAG16	2
SPAST	1
SPATA3	0
SPATS2L	0
SPDYA	0
SPEG	0
SPOPL	0
SPP2	0
SPR	2
SPTBN1	9
SSB	6
SSFA2	3
ST3GAL5-AS1	0
STAMBP	2
STARD7-AS1	0
STEAP3	0
STK11IP	1
STK16	0
STK36	0
STON1	0
STON1-GTF2A1L	7
STRADB	0
SULT1C2	0
SULT1C2P1	0
SULT1C3	0
SULT1C4	0
TAF1B	1
TANC1	1
TANK	1
TBR1	0
TCF23	0
TCF7L1	2
TEKT4	0
TET3	27
TEX37	1
TEX41	0
THNSL2	0
THSD7B	0
TISP43	0
TLX2	0
TMEM169	0
TMEM177	0
TMEM178A	0
TMEM182	0
TMEM198	0
TMEM214	0
TMEM247	0
TMEM37	0
TMEM87B	0
TMSB10	0
TNFAIP6	0
TPO	0
TRAF3IP1	0
TRAPPC12	1
TRIB2	0
TRIM43	0
TRIM54	0
TRPM8	0
TSN	10
TTC21B-AS1	0
TTC27	0
TTC31	2
TTC7A	0
TTL	1
TTLL4	6
TTN-AS1	0
TUBA3D	1
TUBA4B	3
TWIST2	0
UBE2E3	3
UBE2F	1
UBE2F-SCLY	0
UBR3	2
UBXN2A	0
UBXN4	24
UGGT1	1
UGP2	20
UGT1A1	0
UGT1A10	0
UGT1A3	0
UGT1A4	0
UGT1A5	0
UGT1A6	0
UGT1A7	0
UGT1A8	0
UGT1A9	0
UNC50	0
UNC80	0
UPP2	0
USP39	1
VAMP5	0
VAMP8	0
VAX2	0
VIL1	0
VIT	0
VRK2	0
VSNL1	0
VWA3B	0
VWC2L	0
VWC2L-IT1	0
WASH2P	0
WBP1	0
WDR43	4
WDR54	0
WDR75	5
WNT10A	0
WNT6	0
XIRP2	1
XRCC5	5
YIPF4	0
YPEL5	50
YY1P2	0
ZAK	0
ZAP70	0
ZC3H15	21
ZC3H6	2
ZDBF2	0
ZEB2-AS1	0
ZFAND2B	0
ZNF2	0
ZNF512	1
ZNF638	8
ZNF804A	0
AAR2	0
ABHD16B	0
ACSS2	0
ACTL10	0
ACTR5	1
ADIG	0
ADRM1	3
ANKEF1	0
AP5S1	0
APCDD1L-AS1	0
ARFGAP1	0
ARFGEF2	2
ARHGAP40	0
ASIP	0
ASXL1	5
ATRN	0
BANF2	0
BCAS4	0
BIRC7	0
BMP2	0
BPI	0
BPIFA1	0
BPIFA2	0
BPIFA3	0
BPIFA4P	0
BPIFB1	0
BPIFB2	0
BPIFB3	0
BPIFB4	0
BPIFB6	0
BTBD3	0
C20orf141	0
C20orf144	0
C20orf166	0
C20orf195	0
C20orf196	0
C20orf197	0
C20orf202	0
C20orf24	0
C20orf85	0
CASC20	0
CASS4	0
CBFA2T2	0
CCM2L	0
CD40	0
CDC25B	11
CDH26	0
CDH4	0
CDS2	0
CEBPB	0
CEP250	1
CFAP61	0
CHGB	0
CHMP4B	1
CNBD2	0
COL20A1	0
COL9A3	0
COX4I2	1
CRLS1	2
CSE1L	2
CSRP2BP	0
CST13P	0
CST7	0
CST8	0
CSTF1	9
CSTL1	0
CTNNBL1	3
CTSA	0
DBNDD2	0
DDX27	3
DEFB115	0
DEFB118	0
DEFB123	0
DEFB125	0
DEFB126	0
DEFB127	0
DEFB129	0
DEFB132	0
DHX35	0
DLGAP4	0
DNAJC5	0
DNMT3B	11
DNTTIP1	1
DOK5	1
DPH3P1	1
DSTN	5
DTD1	0
DYNLRB1	4
EBF4	0
EDN3	0
ENTPD6	0
EPB41L1	0
ERGIC3	1
EYA2	2
FAM110A	3
FAM182A	0
FAM209A	0
FAM209B	0
FAM210B	0
FAM217B	0
FAM83C-AS1	0
FAM83D	0
FLJ16779	0
FLJ33581	0
FRG1B	0
GDAP1L1	0
GID8	2
GINS1	0
GNAS	2
GNRH2	0
GZF1	0
HAR1A	0
HCK	0
HM13	1
HNF4A	0
HSPA12B	0
ID1	0
IFT52	2
INSM1	0
ISM1	0
ITCH	3
ITPA	1
KCNK15	0
KIF3B	3
KIZ	1
L3MBTL1	0
LAMA5-AS1	0
LAMP5	0
LBP	0
LIME1	0
LINC00028	0
LINC00176	0
LINC00266-1	0
LINC00493	0
LINC00494	0
LINC00851	0
LINC01056	0
LINC01270	0
LINC01272	0
LINC01273	0
LINC01370	0
LINC01432	0
LINC01433	0
LINC01440	0
LOC100130587	0
LOC100131496	0
LOC100134868	0
LOC100270804	0
LOC100287792	0
LOC100505515	0
LOC100506175	0
LOC100506470	0
LOC101060004	0
LOC101926955	0
LOC101927159	0
LOC101927631	0
LOC101927700	0
LOC101927770	0
LOC101929010	0
LOC101929125	0
LOC101929312	0
LOC101929371	0
LOC101929395	0
LOC101929625	0
LOC101929698	0
LOC102723590	0
LOC149684	0
LOC149950	0
LOC388780	0
LOC63930	0
LOC643406	0
LOC729296	0
LOC79160	0
LPIN3	0
LSM14B	1
MACROD2	0
MACROD2-IT1	0
MANBAL	0
MAP1LC3A	0
MAPRE1	13
MAVS	0
MC3R	0
MCM8	2
MCTS2P	0
MGME1	2
MIR1-1	0
MIR103A2	0
MIR124-3	0
MIR1292	0
MIR133A2	0
MIR3192	0
MIR3193	0
MIR3196	0
MIR3616	0
MIR3646	0
MIR4326	0
MIR4532	0
MIR4533	0
MIR4755	0
MIR499A	0
MIR5095	0
MIR644A	0
MIR645	0
MIR646HG	1
MIR6812	0
MIR6871	0
MIR8062	0
MIR941-1	0
MIR941-2	0
MIR941-3	0
MIR941-4	0
MMP24	0
MMP9	0
MOCS3	0
MRGBP	0
MRPS26	3
MTG2	3
MYBL2	5
MYH7B	0
MYL9	0
MYLK2	0
MYT1	0
NAA20	1
NCOA3	11
NDUFAF5	0
NELFCD	1
NNAT	0
NOP56	48
NPEPL1	0
NRSN2	0
NTSR1	0
NXT1	0
OGFR	0
OPRL1	0
OSBPL2	0
OSER1-AS1	0
OTOR	0
OXT	1
PABPC1L	1
PANK2	0
PARD6B	0
PAX1	0
PCIF1	1
PCK1	0
PCMTD2	1
PCNA-AS1	0
PCSK2	0
PET117	0
PFDN4	0
PHACTR3	10
PHF20	1
PI3	0
PIGT	0
PKIG	0
PLCB1	4
PLCB4	0
PLCG1	0
POFUT1	0
POLR3F	1
PPDPF	0
PPP1R16B	0
PRND	0
PRNP	0
PROCR	0
PRPF6	19
PSMF1	0
PTPN1	2
PTPRA	2
PYGB	0
R3HDML	0
RAB22A	6
RAD21L1	0
RAE1	8
RALGAPB	2
RALY	2
RBCK1	1
RBM38	5
RBPJL	0
REM1	0
RIN2	0
RNF114	17
ROMO1	0
RPN2	3
RPRD1B	0
RPS21	11
RTEL1	0
RTEL1-TNFRSF6B	0
RTFDC1	1
SCP2D1	0
SDCBP2-AS1	1
SEC23B	0
SEMG1	0
SEMG2	0
SGK2	0
SIRPA	4
SLC12A5	4
SLC17A9	0
SLC24A3	0
SLC2A10	0
SLC2A4RG	1
SLC32A1	0
SLC9A8	1
SLCO4A1	1
SLX4IP	0
SMOX	0
SNAI1	0
SNAP25	0
SNHG11	0
SNORA51	0
SNORA60	0
SNORA71E	0
SNORD110	0
SNORD12	0
SNORD12B	0
SNORD12C	0
SNORD56	0
SNORD57	0
SNORD86	0
SNPH	1
SNRPB2	11
SNX21	2
SOX12	0
SPAG4	0
SPINT4	0
SPO11	0
SPTLC3	0
SRC	0
SRSF6	1
SS18L1	0
SSTR4	0
STK35	6
STK4	6
STX16	10
STX16-NPEPL1	0
SYNDIG1	0
SYS1	1
SYS1-DBNDD2	0
TCEA2	0
TFAP2C	0
TGIF2	0
TGIF2-C20orf24	0
TGM3	0
TGM6	0
TLDC2	0
TM9SF4	8
TMC2	0
TMEM239	0
TNFRSF6B	0
TOP1	30
TOX2	5
TP53INP2	2
TPD52L2	0
TPX2	18
TRIB3	0
TSHZ2	0
TTLL9	0
TTPAL	3
TUBB1	0
UBE2C	11
UBOX5-AS1	0
UCKL1-AS1	0
VAPB	2
VPS16	1
VSTM2L	0
WFDC10A	0
WFDC13	0
WFDC2	6
WISP2	0
XKR7	0
XRN2	26
YWHAB	81
ZBTB46-AS1	0
ZCCHC3	3
ZFAS1	0
ZGPAT	0
ZNF133	0
ZNF341	0
ZNF831	0
ZSWIM1	0
ZSWIM3	13
ABCC13	0
ABCG1	0
ADARB1	0
AGPAT3	2
AIRE	0
ANKRD30BP2	0
B3GALT5	0
BACE2	1
BACH1	8
BACH1-IT2	0
BRWD1-AS1	0
BRWD1-IT2	0
C21orf119	0
C21orf33	0
C21orf37	0
C21orf49	0
C21orf90	0
CBR1	0
CBR3	0
CHAF1B	0
CHODL	0
CLIC6	0
COL18A1	1
COL6A1	0
COL6A2	0
CRYAA	0
CXADR	0
DIP2A	0
DIP2A-IT1	0
DOPEY2	1
DSCAM-AS1	0
DSCR10	0
DSCR8	2
DSCR9	0
DYRK1A	12
ETS2	0
EVA1C	0
FAM207A	0
FAM3B	0
GABPA	0
GRIK1-AS1	0
GRIK1-AS2	0
HUNK	1
IFNAR1	0
IFNAR2	2
IFNGR2	0
IGSF5	0
IL10RB	0
ITGB2-AS1	0
ITSN1	12
JAM2	1
KCNE2	0
KCNJ15	0
KRTAP10-10	0
KRTAP10-11	0
KRTAP10-12	0
KRTAP10-4	0
KRTAP10-7	0
KRTAP10-8	0
KRTAP10-9	0
KRTAP12-3	0
KRTAP13-1	0
KRTAP13-4	0
KRTAP15-1	0
KRTAP20-1	0
KRTAP20-2	0
KRTAP20-3	0
KRTAP20-4	0
KRTAP22-1	0
KRTAP6-3	0
LINC00111	0
LINC00112	0
LINC00113	0
LINC00161	0
LINC00189	0
LINC00308	0
LINC00310	0
LINC00314	0
LINC00319	0
LINC00649	0
LINC00945	0
LINC01424	0
LINC01425	0
LINC01426	0
LINC01436	0
LOC101928398	0
LOC101928796	0
LOC102724188	0
LOC339622	0
LOC400863	0
LOC642852	0
LRRC3	0
MAP3K7CL	9
MCM3AP-AS1	0
MIR125B2	0
MIR155	0
MIR155HG	0
MIR3197	0
MIR3648-1	0
MIR3687-1	0
MIR4759	0
MIR6501	0
MIR6508	0
MIR6815	0
MIR802	0
MIR8069-1	0
MIR99A	0
MIR99AHG	0
MIRLET7C	0
MORC3	1
MRAP	0
MRPS6	3
MX1	0
MX2	1
NCAM2	0
NDUFV3	0
OLIG1	0
OLIG2	0
PAXBP1-AS1	0
PCBP3	0
PCNT	1
PCP4	0
PDE9A	2
PDXK	0
PFKL	0
PKNOX1	2
POTED	0
PRMT2	4
PWP2	1
RBM11	1
RIPPLY3	0
RNU6-67P	0
RRP1	0
RRP1B	2
SAMSN1-AS1	0
SH3BGR	0
SIM2	0
SLC37A1	0
SLC5A3	2
SMIM11	0
SOD1	3
SON	27
TRAPPC10	3
TRPM2	0
TSPEAR-AS1	0
TTC3	4
UBASH3A	0
UMODL1	2
USP16	12
USP25	2
WRB	0
YBEY	0
ZNF295-AS1	0
ACO2	0
ACR	0
ADM2	0
ADORA2A	0
ADRBK2	1
ADSL	2
AIFM3	0
AP1B1P1	0
APOBEC3A	0
APOBEC3A_B	0
APOBEC3B	0
APOBEC3C	0
APOBEC3D	0
APOBEC3F	0
APOBEC3G	0
APOBEC3H	0
APOL1	0
APOL5	0
APOL6	0
ARHGAP8	0
ASPHD2	2
ATF4	3
ATXN10	0
BCL2L13	9
BCR	1
BCRP2	0
BCRP3	0
BIK	0
BMS1P17	0
BMS1P18	0
BMS1P20	0
C22orf15	0
C22orf46	0
CABIN1	0
CABP7	0
CACNA1I	0
CBY1	3
CCDC116	0
CCDC117	1
CCDC134	0
CCDC157	1
CDC42EP1	0
CDC45	5
CECR2	1
CECR5-AS1	0
CECR7	0
CHKB-AS1	0
COMT	0
CRELD2	3
CRKL	24
CRYBA4	0
CRYBB2	0
CRYBB2P1	0
CRYBB3	0
CSDC2	0
CSF2RB	0
CYTH4	0
DDTL	0
DEPDC5	0
DGCR10	0
DGCR5	0
DGCR6	0
DGCR8	2
DGCR9	0
DRG1	0
EFCAB6-AS1	0
EIF3L	4
EMID1	0
EP300	11
EWSR1	0
FAM109B	0
FAM118A	3
FAM19A5	0
FAM230B	0
FAM83F	0
FBLN1	0
FBXO7	3
FBXW4P1	0
FLJ41941	0
GALR3	0
GAS2L1	0
GCAT	3
GGA1	1
GGT1	0
GGTLC2	0
GNAZ	0
GP1BB	0
GRAMD4	0
GRAP2	1
GSTT2	0
GSTT2B	0
GTPBP1	0
GTSE1	14
H1F0	3
HIC2	27
HMGXB4	17
HMOX1	0
HORMAD2	0
HSCB	0
HSFY1P1	0
IGLL3P	2
IGLL5	0
IL17RA	3
INPP5J	0
ISX	0
KCTD17	0
KDELR3	0
KIAA1671	4
KLHDC7B	0
KREMEN1	0
L3MBTL2	1
LARGE-AS1	0
LGALS1	0
LIMK2	0
LINC00207	0
LINC00528	0
LINC00634	0
LINC00896	0
LINC01310	0
LINC01311	0
LINC01422	0
LL22NC01-81G9.3	0
LOC100130899	0
LOC100506472	0
LOC100506679	0
LOC100996342	0
LOC101927257	0
LOC101927526	0
LOC101928891	0
LOC101929374	0
LOC101929760	0
LOC284930	0
LOC339666	0
LOC391322	0
LOC54944	0
LOC648691	0
LOC730668	0
LRRC74B	0
LZTR1	1
MAFF	0
MAPK8IP2	0
MCHR1	0
MCM5	0
MED15	6
MEI1	0
MGAT3	0
MIAT	0
MIATNB	0
MICALL1	0
MIEF1	3
MIF	0
MIOX	0
MIR1281	0
MIR1306	0
MIR130B	0
MIR185	0
MIR301B	0
MIR3199-2	0
MIR3200	0
MIR3201	0
MIR33A	0
MIR3618	0
MIR3619	0
MIR3909	0
MIR4534	0
MIR4535	0
MIR4761	0
MIR4762	0
MIR4763	0
MIR5739	0
MIR650	0
MIR6817	0
MIR6818	0
MIR6820	0
MIR6821	0
MIRLET7A3	0
MIRLET7B	0
MIRLET7BHG	0
MMP11	0
MORC2-AS1	0
MOV10L1	0
MPPED1	0
MPST	0
MRPL40	0
MTFP1	0
MTMR3	62
MYO18B	0
NCAPH2	0
NCF4	0
NDUFA6-AS1	0
NEFH	11
NF2	0
NOL12	3
NUP50	5
OGFRP1	0
OSBP2	0
P2RX6	0
PANX2	0
PARVB	0
PARVG	0
PDXP	0
PEX26	0
PICK1	0
PIM3	2
PNPLA3	0
POLR2F	0
POM121L4P	0
POM121L8P	0
POM121L9P	0
POTEH-AS1	0
PPARA	0
PPIL2	5
PPP6R2	0
PRR34-AS1	0
PRR5	1
PRR5-ARHGAP8	0
RAB36	3
RANBP1	0
RASD2	0
RBX1	4
RFPL1	0
RFPL3	0
RGL4	0
RIBC2	0
RIMBP3B	0
RIMBP3C	0
RNF185	0
RNU12	0
RPL23AP82	0
SAMM50	0
SDF2L1	0
SEC14L2	0
SELO	0
SEPT3	0
SEPT5	0
SEPT5-GP1BB	0
SERHL	0
SERHL2	3
SERPIND1	0
SEZ6L	0
SFI1	0
SGSM1	0
SGSM3	0
SH3BP1	1
SHANK3	0
SLC25A18	0
SLC2A11	1
SLC35E4	0
SLC5A1	0
SMARCB1	1
SMDT1	0
SMTN	0
SNAP29	8
SNRPD3	9
SPECC1L	1
SPECC1L-ADORA2A	0
SREBF2	2
SRRD	0
SUSD2	0
SYNGR1	0
TAB1	0
TANGO2	0
TBC1D22A	0
TBX1	0
TCN2	0
TEF	0
THAP7-AS1	0
TIMP3	0
TMEM191A	0
TMEM191B	0
TMEM191C	0
TNRC6B	16
TOM1	0
TOMM22	0
TOP1P2	0
TPTEP1	0
TRABD	0
TRIOBP	2
TRMU	0
TSPO	0
TSSK2	0
TTC28-AS1	1
TTC38	0
TUBA8	0
TUG1	1
UBE2L3	7
UPB1	0
UPK3A	0
UQCR10	0
USP18	0
VPREB1	0
WBP2NL	0
XPNPEP3	0
XRCC6	2
YWHAH	6
ZBED4	1
ZC3H7B	0
ZDHHC8	0
ZNF74	1
ZNRF3	1
AADAC	0
AADACL2	0
AADACP1	0
ABCC5-AS1	0
ABCF3	0
ABHD10	0
ABHD14A	0
ABHD14A-ACY1	0
ABHD5	0
ABHD6	0
ABTB1	0
ACAD9	0
ACKR2	0
ACKR4	0
ACPP	0
ACTL6A	1
ACVR2B	11
ACY1	0
ADAMTS9-AS1	0
ADAMTS9-AS2	0
ADIPOQ	0
ADPRH	0
AGTR1	0
AHSG	0
ALAS1	23
ALCAM	0
ALDH1L1-AS1	0
ALDH1L1-AS2	0
ALG1L2	0
AP2M1	1
APEH	0
APPL1	1
ARGFX	0
ARHGAP31	0
ARHGEF26	2
ARHGEF3-AS1	0
ARIH2	3
ARL13B	14
ARL14	0
ARL6	1
ARL6IP5	0
ARL8B	5
ARMC8	2
ARPC4	1
ARPC4-TTLL3	0
ARPP21	0
ATG7	2
ATP11B	2
ATP13A4-AS1	0
ATP13A5-AS1	0
ATP1B3	1
ATP2C1	1
ATP6V1A	0
ATRIP	0
ATXN7	0
B3GNT5	0
B4GALT4-AS1	0
BBX	0
BFSP2	0
BHLHE40	5
BHLHE40-AS1	0
BOC	0
BPESC1	0
BRK1	2
BRPF1	6
BSN	0
BTD	0
C3orf14	0
C3orf20	0
C3orf30	0
C3orf35	0
C3orf38	8
C3orf49	0
C3orf52	0
C3orf55	0
C3orf56	90
C3orf58	0
C3orf65	0
C3orf67-AS1	0
C3orf79	0
C3orf80	0
CACNA1D	1
CACNA2D3	2
CADM2	0
CAMP	0
CAND2	0
CAPN7	0
CASR	0
CAV3	0
CCDC13-AS1	0
CCDC174	6
CCDC36	0
CCDC37	0
CCDC50	1
CCDC54	0
CCDC66	2
CCR2	0
CCR3	4
CCR4	0
CCR5	0
CCR8	0
CCR9	0
CCRL2	0
CD200	0
CD86	0
CD96	0
CDV3	5
CELSR3-AS1	0
CEP63	5
CEP97	2
CFAP44-AS1	0
CHCHD6	1
CHL1	0
CHMP2B	5
CHRD	0
CHST13	0
CHST2	0
CLDN11	0
CLDN16	0
CLDN18	0
CLEC3B	0
CLRN1-AS1	0
CLSTN2	0
CMC1	0
CMSS1	1
CMTM7	0
CMTM8	1
CNOT10	2
CNTN4	3
CNTN6	1
COL6A4P2	0
COL6A5	0
COL6A6	2
COL8A1	0
COPG1	1
CPA3	0
CPB1	0
CPNE9	2
CRELD1	0
CRTAP	0
CRYBG3	2
CSTA	0
CTDSPL	11
CTNNB1	7
CXCR6	0
CYB561D2	0
DAG1	1
DHX30	2
DIRC2	2
DLEC1	0
DLG1-AS1	0
DNAH1	0
DNAJB11	3
DNAJB8-AS1	0
DNAJC13	4
DOCK3	0
DTX3L	0
DVL3	0
DZIP3	0
EAF1	0
EAF2	0
EBLN2	0
ECE2	0
ECT2	9
EDEM1	2
EEFSEC	0
EFCC1	0
EGFEM1P	0
EHHADH-AS1	0
EIF1B	4
EIF2A	9
EIF2B5	0
EIF4A2	34
EIF4G1	1
EMC3-AS1	0
ENTPD3	0
EPHA3	0
EPHA6	0
EPHB1	1
EPHB3	0
ERICH6-AS1	0
ESYT3	0
EXOG	3
EXOSC7	4
FAIM	0
FAM131A	0
FAM157A	0
FAM162A	0
FAM172BP	5
FAM198A	0
FAM19A1	0
FAM212A	0
FAM43A	0
FAM86JP	0
FANCD2	3
FBLN2	0
FBXL2	1
FBXO40	0
FBXO45	13
FBXW12	7
FETUB	0
FGD5	1
FGD5P1	0
FGF12-AS1	0
FLJ20518	0
FLJ22763	0
FLJ42393	0
FLNB	2
FNDC3B	9
FOXL2NB	0
FRG2C	0
FXR1	4
FYTTD1	0
GALNT15	0
GAP43	0
GATA2-AS1	0
GFM1	1
GHRLOS	0
GLYCTK	0
GMPS	1
GNAI2	4
GNAT1	0
GNL3	8
GOLGA4	14
GP9	0
GPD1L	1
GPR128	0
GPR15	0
GPR160	0
GPR27	0
GPR62	0
GRAMD1C	0
GRK7	0
GRM2	0
GRM7	0
GTF2E1	1
GTPBP8	2
GXYLT2	0
GYG1	79
H1FOO	226
H1FX-AS1	0
HDAC11	0
HEMK1	0
HES1	0
HHLA2	28
HLTF-AS1	0
HMCES	2
HPS3	0
HRASLS	0
HRG	1
HRH1	0
HTR1F	0
HTR3C	0
HTR3D	0
HTR3E	0
IFT122	0
IGSF11-AS1	0
IL12A	0
IL17RB	1
IL17RC	0
IL17RE	0
IL1RAP	0
IL20RB	0
IQCF2	0
IQCF3	0
IQCF4	0
IQCF5-AS1	0
IQCJ	2
IQCJ-SCHIP1	0
IRAK2	0
ITGA9	1
ITIH1	0
ITIH3	0
ITIH4-AS1	0
ITPR1	3
JAGN1	4
KALRN	11
KAT2B	0
KBTBD12	0
KBTBD8	0
KCNAB1	0
KCNH8	0
KCNMB2	0
KCTD6	0
KIF15	0
KIF9-AS1	0
KLHDC8B	0
KLHL18	22
KLHL24	0
KLHL40	0
KLHL6-AS1	0
KNG1	0
KRBOX1	0
LARS2	1
LEKR1	0
LIMD1	3
LINC00312	0
LINC00488	0
LINC00501	0
LINC00506	0
LINC00578	0
LINC00620	0
LINC00636	0
LINC00690	0
LINC00693	0
LINC00698	0
LINC00852	0
LINC00870	0
LINC00879	0
LINC00881	0
LINC00883	0
LINC00884	0
LINC00885	0
LINC00888	0
LINC00901	0
LINC00960	0
LINC00969	0
LINC01014	0
LINC01100	0
LINC01205	0
LINC01206	0
LINC01210	0
LINC01212	0
LINC01213	0
LINC01215	0
LINC01266	0
LINC01330	0
LINC01487	0
LINCR-0002	0
LMCD1	0
LMLN	3
LNP1	0
LOC100129550	0
LOC100131635	0
LOC100132146	0
LOC100507291	0
LOC100507389	0
LOC100507391	0
